row_id,Actual,gnb_proba
6782,0,0.0007496141423013167
20011,0,0.00033273596571604426
4892,0,0.003248547358446393
2304,1,0.9996262594843427
25871,0,0.035508709231345435
28014,0,0.0001315359180474818
28323,0,0.013357201108052101
28069,0,0.0007887536756868553
14826,0,0.0006052776001524946
18492,0,0.9993263261818167
10974,0,0.021606589348009023
21869,0,1.4448868188310938e-07
14047,0,7.508136455768529e-05
18036,0,0.33263467024445903
2913,0,0.00048752705151104274
19294,0,7.6321358783005e-05
20880,0,0.00026216553411083663
19756,0,0.00017358916293542704
10564,0,0.16078365740220585
6470,0,0.0009372058430127346
427,1,0.030360596551336168
11998,1,0.08514819944976437
20675,0,0.0038669189956839667
16338,0,0.00021338585334351455
475,0,2.3770267275714867e-05
22106,0,0.00010889730151598668
30215,1,1.0
28900,0,0.0018185363975273313
3651,0,0.00022293682050313448
30278,0,1.9545293581361005e-06
21841,0,0.05878278020692488
15197,1,0.01279515565585999
362,0,0.0017759053931926288
5531,1,1.0
6003,0,0.00031650763846171996
20751,0,1.5438693364444036e-07
14058,0,0.0018527967362404858
14513,1,0.09438903635140318
24524,0,0.003497051742745742
2055,0,0.00017102361308406048
9394,0,0.045401159869278514
4806,0,0.045315378893467685
17255,0,3.6676918919573225e-05
7576,0,0.15646304286550652
12721,0,0.08309685055900036
12492,0,0.005923014096749455
5223,0,0.05206366642526129
10796,0,0.00011220524250637218
29865,1,0.9999999999999893
15248,0,0.11685573375026471
1726,0,0.9988050511888162
10152,0,1.9087999062413224e-08
13875,0,8.357955773085904e-08
23735,1,0.9932504453344229
10990,1,0.41677217596474414
18744,1,0.07583693554692543
6290,0,0.3159678110440901
12751,0,0.07706205661381639
4632,0,1.609154782075403e-08
17201,0,0.37673636679294703
17658,1,0.24865019404255898
8641,1,0.05506190331015487
15925,0,8.053295744168055e-05
20831,0,0.0004572957399045273
283,0,0.021980728371793
5208,0,0.014052681521552111
25503,0,0.0006599583666365704
16523,0,7.652389585269846e-05
16171,0,5.167047556302272e-05
14309,0,0.06647938442557656
1159,0,7.974238422574681e-05
28011,1,0.9965413750777302
4277,0,0.00045528609487545364
1955,0,0.015156221201868108
18351,0,0.13586479306923543
19287,0,4.962281411063391e-05
5681,0,0.004166818585341877
246,0,0.001575251091497576
1572,0,3.8467982975443876e-05
19058,0,0.0007177486846224601
3835,0,0.01666973291386176
22974,0,0.5257031657349671
11955,0,0.334180856721348
23740,0,0.3878835439441779
17069,0,0.018107000818901473
10543,1,1.0
319,0,0.08210580291599916
22794,0,0.212201756299085
24765,0,0.002238863837572327
29182,0,0.9790353285475912
1430,0,0.002272695390178386
4410,0,8.985698803706337e-05
20614,0,0.07192062690903513
3355,1,0.9999883243453049
18410,1,0.0399165777000765
10852,0,0.005721277433293092
3717,0,0.0013917116712536155
3904,0,2.4006638288753805e-05
19565,0,0.019552712981310935
25758,0,0.0006510381341912695
7512,1,0.12387257680729609
9361,1,0.0036527344718777204
17061,1,0.0008534369344852427
3903,0,0.001324298698304348
13932,1,0.39278167855108614
11861,0,0.02313495454381041
13624,0,0.02219852254454721
25296,1,0.0011612913357404069
22852,0,9.045892928537983e-05
16795,0,0.08557623581380236
17485,0,0.0013538094505856741
1396,0,0.0003554347575002081
14869,1,0.776935558243597
30407,0,0.0013430902978203766
18447,0,0.0007361734839759787
2834,1,0.9999999998334452
6570,1,0.9999999999993001
23436,0,0.003062764003644399
10926,1,0.0007267122418795395
13950,0,6.413275471055658e-06
524,0,0.013635328790833007
21765,0,0.007655538678477669
17149,0,3.986273909639424e-06
21212,0,1.9396443964477173e-05
29098,0,9.78577277330724e-07
10285,0,4.0038254887608224e-05
27825,0,0.015675684312985518
30095,0,0.008333972346746071
20018,1,0.2557327521453417
3477,0,7.986097060855865e-05
23452,0,0.004393282284475279
29590,1,0.10068810782271913
24784,1,0.05013460011928593
9675,0,3.636913198400887e-05
14079,0,9.360301334785473e-06
26462,0,0.0004472235205708298
9405,0,0.03731379229039556
6758,0,0.00021150587429423956
27321,1,0.39077971172769677
26269,0,0.0008459941452769128
14971,0,0.2669075356000607
24525,0,0.004274809607317616
23758,1,0.0852585074167934
11167,0,0.0003583407018629014
20746,0,3.608977037937272e-05
9011,0,0.0006812889818889919
15989,0,0.9959691691622803
12003,0,0.0005611546753538898
23141,0,0.0001308401376565424
5834,0,0.00019076348545759143
29175,0,0.7863384669268251
22588,0,0.0006363592740217214
9766,0,0.004981947334860759
23766,0,0.001770904815296056
24189,1,0.999999999863249
20412,0,6.09654175276058e-10
4754,0,0.0008333284361537702
28913,0,0.0002453920379360636
20682,0,0.01340900560162263
15314,0,0.004575437511006547
20099,0,0.013430460213527574
3345,0,0.00029714768031808485
22459,0,8.726051716980587e-05
30596,0,0.012394679286219712
28314,1,0.002453010523306079
414,0,0.001314100745338537
21961,0,0.03488120739569197
18040,0,6.195513097286186e-06
4505,1,0.07636880163251943
8548,0,0.044361022618821674
29036,1,0.10787947636173637
3317,0,0.2249463438089711
18293,0,0.007931240850903675
30029,1,0.00477462337379709
17387,0,0.00034411672289680134
1163,0,3.227292660983419e-06
8182,0,0.01368479374073551
23131,0,2.520589151766135e-05
8880,1,0.9981702481345062
24601,0,0.23815189864048908
5743,0,0.06485130238066585
9958,1,0.999999501915951
13115,0,0.018073810743872865
30521,0,0.9999999966921003
17986,0,4.3550163045311184e-07
25266,1,0.03616379831314567
26099,0,0.00010795837495915944
10068,1,0.0008424767318629635
9705,1,0.08255182811770548
29291,0,0.7411594559480542
18346,0,2.1881638003229775e-05
8212,0,0.00015181294742853938
149,0,0.41054027893103845
29176,1,1.0
12919,0,0.23558651806201739
9503,0,0.10234957402473306
343,0,0.009408660839532583
21303,0,3.079573953133956e-07
13187,0,4.349523309687489e-06
10373,0,0.08984488775876653
2237,1,0.009784482052246734
27636,0,0.0005644294257512927
2719,0,9.340211494804275e-06
26728,1,0.13736033150206226
7527,0,5.551722053647219e-06
29396,1,0.9999999999999964
7099,0,1.4866350360844586e-05
14640,0,0.0002458098412176642
19120,1,0.08137681631512045
14979,0,0.003674417755285235
29290,0,0.0009493812586139668
9414,0,0.0009890691796892149
9287,1,0.3828689112652623
7608,0,3.682564658991827e-05
5769,0,0.018444200982641018
16786,1,0.5531199676771208
17378,0,6.275006891339015e-06
1660,1,0.9726847951625515
17392,0,8.589852696685059e-06
6902,0,0.026345934426601353
29455,0,0.005083542840412464
8477,0,0.0002493602632446754
15703,0,4.402358841714595e-05
21500,0,0.00011841583964393844
13579,1,1.0
10864,0,0.00011129667804565403
8450,1,0.10684707438941282
21343,0,0.00015246344263595275
4421,0,1.442646392677831e-05
11366,0,0.5089497573517127
14351,0,0.00027694431099506086
9062,0,8.639614380267801e-10
27648,0,3.774732887798513e-06
25317,1,0.016379851828021843
3918,0,8.544598489503844e-07
12248,0,0.14195065525086994
23455,0,1.0392802018197624e-05
22341,1,0.1333551809942174
2788,0,0.0002197921429634694
24302,0,0.0006129151736829468
15393,0,0.000162306984753404
24700,0,0.0009628464740010649
23082,1,0.9999982231991649
15273,0,3.183525528909311e-06
17310,0,5.297482084548544e-06
13834,0,0.0002764981760995087
29147,0,0.00042247189813376614
25069,0,0.041261929389640795
16326,0,9.935729847098602e-06
19035,1,0.14320215535439468
24392,1,0.3518921668139115
25201,1,0.07975962291349648
18274,0,0.00021734200426038489
15813,0,0.029847299623729583
23213,0,0.00021010978687175327
5122,1,1.0
1747,1,0.009693426029900715
6328,0,0.9997516230320433
755,1,0.9739015692489755
11159,0,0.05037288743828044
29190,0,1.9217370072959967e-07
17593,1,0.09323762246610036
14220,0,6.054252369877868e-05
15089,0,0.0016180114980074154
21946,0,0.00019130495028793785
27924,1,0.47892092568775607
20636,1,0.9999999999576445
29744,1,1.0
24193,1,1.0
3131,0,0.00011177089371316873
28852,0,0.00407151987790336
24965,0,0.999902724953556
20956,0,0.00017340057910066213
2926,0,0.17413378634154988
24618,1,0.002135764214494592
16002,1,0.999997370933282
18238,0,0.002182722450320043
6924,1,0.1708071100276478
20889,0,0.000673135569331092
23362,0,3.821785314419843e-06
28787,0,0.9999879221428898
25432,0,0.07426562046673842
26076,0,0.003635368840571744
16471,0,0.04075044598734542
7654,0,0.1031597246895113
25545,0,0.002409149285516819
17768,1,0.07726777617627582
404,0,0.00032941167950185614
5299,0,0.0008823114422471968
23862,0,0.008785167487274826
8512,0,0.00020590433785197342
28808,0,8.211949198252675e-06
28570,0,0.04388768853749734
17624,1,0.0001885725411928881
9145,0,0.031182448703732383
10269,0,0.0004863551588522069
3584,0,0.005876449522772173
29743,1,0.0003300707338953187
19741,0,0.009181506488146867
3222,0,0.0020466809932113555
24071,0,2.276967066780178e-07
27380,1,0.001294100885312996
9327,0,0.03228712968455029
18020,0,0.0011529369812077136
18724,0,0.00014971138459698023
27619,1,0.03309142095430398
15605,1,0.16018830607471984
28282,0,0.9998644015795134
4084,0,7.357565539027033e-06
19240,1,0.22719393758698334
1973,0,0.003964642162900713
27000,1,0.9999999999999858
23769,0,1.0010327882876746e-05
11346,0,0.008170933680286926
6664,1,0.003665856450023981
14536,0,0.014347890466993387
13404,1,0.1294489655382261
12219,0,0.0030302566770720836
15892,0,0.43435791061863815
27128,0,0.0008140816441224763
30142,1,0.12960378390651167
22982,0,0.004831306937070691
18590,0,0.00010842263181284644
23209,0,0.0002624997746007972
1185,0,0.0004433597262049295
23371,0,0.004906012757402883
1682,0,0.006710004162746555
204,1,0.006612373565292033
19608,0,0.0028265825023775244
27520,0,0.000534040725745956
25791,0,0.08727341546556945
12814,1,0.26233539150344587
24346,1,0.0021442054696470553
25783,0,0.0011414116846822579
23227,1,0.19138479282724283
20548,1,0.9999987584983072
13051,0,0.0023925708888599085
19665,0,0.00028631257364751663
13359,0,0.0001473623949999799
20037,0,0.030765896402956964
2764,0,1.7866639742943148e-05
6119,0,0.0028000615516158137
28743,0,0.09299291901956158
1113,0,0.002534861621011526
1057,1,0.08644264012931997
28225,0,1.9410244507308886e-05
13401,1,0.29298720720727817
3659,0,0.9999981398749503
23942,1,0.034640600609237196
29405,0,0.0002476103161814759
615,0,0.002475853482556014
29758,0,0.1371070230042003
5684,0,5.6214627216649706e-05
28839,0,0.00011359391670545793
9869,1,0.999998969842648
1948,0,0.0005786545093756716
26790,0,0.08223280323133199
15163,0,0.00036174603457366796
7738,1,0.45053060357795216
13484,0,0.116678676767794
21978,0,0.08511635315830762
11074,0,0.0732214159756361
1547,0,0.0014216499261158466
24315,1,0.11657756216406556
23095,0,5.78690409234152e-08
18608,0,7.401935644194161e-06
14633,0,0.022993475592506477
24691,0,1.7427907825757284e-05
30219,0,0.00034755269470534224
6744,0,0.0005118583161871662
20654,0,0.00014298017893031356
3748,0,0.0007534293133542219
10412,0,7.429368842049571e-08
28311,0,0.018618339220800244
24442,0,7.663534579290599e-07
11263,0,1.505750347800961e-08
2219,0,0.6994377439382374
23820,0,0.028829445765196113
16352,0,2.613977852493642e-05
16369,0,0.0019304004372233741
6095,0,1.4283965493722643e-08
14960,0,0.00021187908157382918
5228,1,0.1500114133510603
3626,0,0.0003998769238685894
1,0,0.05671921669578225
26505,1,0.6823530862029912
17955,1,0.0068640448297835836
8770,1,0.0866116470174313
14193,0,0.00025243552865993366
16267,0,0.08787248333325903
6483,0,0.4733759234524631
17329,0,3.872598059089018e-05
27957,0,0.001974793496305908
18402,0,4.627060981898429e-09
2024,1,0.9999999999988098
5566,0,0.5192235313121437
2723,1,0.5241879675613831
28422,0,0.04838190229634319
25857,0,0.008084806985487365
24845,0,0.9973353379113249
7953,0,0.002757833621301402
6335,0,0.00013866750735087307
10191,0,2.796256909914032e-05
23800,0,5.662880569731788e-05
16782,0,6.041577459408702e-05
7907,0,0.0005866863244650028
13558,0,0.00135256235858828
30353,0,0.0012331026357219198
27475,0,0.04608083570607114
16592,1,0.09528377333272023
30131,1,0.99685662542537
6301,0,0.0009876222875843364
281,0,0.008072944532266209
14200,0,0.00046006064058547256
24180,1,0.0029997923510435873
9516,0,4.46999173191227e-05
30266,0,0.09752782629486804
5923,0,0.0004992490345575079
22994,1,0.07664784415221708
3950,0,0.565747021434101
16111,1,0.06284030912389447
8854,0,0.013517677095993675
6638,0,0.15505460072193766
9461,0,0.06858554786971043
24995,0,0.026347543596078448
2017,0,0.002169325529983858
8003,0,0.0007735743733403438
12602,0,0.0034237067601976118
20556,0,2.0206745588558537e-05
5792,1,0.595145234958442
28297,1,0.12289564500668251
2603,0,0.9999788174201926
27243,0,0.04924427681749569
9554,0,3.2259426797761513e-06
16115,0,0.0027742606778443186
19491,0,0.000872075481181652
21682,0,0.09907542719744143
22186,0,0.00017208092032726274
21351,0,0.002450930229726597
17926,0,0.0005383293491430987
581,0,6.3561939720388086e-09
24471,0,2.7770019485859846e-07
22759,0,8.062150758127375e-06
1976,0,0.10848010914100205
10330,0,0.0005721802722224891
1152,0,0.000796743642409509
10190,0,0.07644070407798005
18306,0,0.004652543029947866
26686,0,0.0003323254039403138
25034,0,0.00016861235008674147
12895,0,0.04716901831822959
4680,0,0.00017012735465381476
15212,0,6.36081580452278e-05
6181,0,0.0375557276429473
16505,0,0.02320241925815184
18078,0,0.0916234091744722
21068,0,3.9709153823234046e-05
949,0,0.0026554889136462096
15013,0,0.03980937286682665
20259,0,0.008748319026231017
24129,0,0.08679819517055029
1232,0,6.908300278695477e-05
4594,0,2.0666171910944774e-07
16027,1,0.3838587895889909
18512,0,1.2479322134292631e-05
9614,0,0.0022198475806947046
12336,0,0.00046065307971932397
5926,0,0.017057694723968293
22171,0,0.006621229843751743
15099,1,0.031631841716230236
23773,1,0.09470190483633745
3044,0,4.687035209002422e-06
17561,0,0.00019401563886775646
24475,0,0.723765447657234
21016,0,0.0008052108428200483
28131,0,0.0001362911311204072
17234,0,0.0006120390651577183
13032,0,0.027509937192726548
8805,0,0.0009116116597030833
22621,1,0.011215543979682852
22032,0,6.203227273388232e-05
3766,1,0.0786697382870291
9907,0,0.010826552212631452
27802,1,0.9999701356936121
10050,0,0.0002617524002656163
18680,0,2.684290169997507e-06
24875,0,0.00041620845199699354
15010,1,0.8294862001626854
23948,0,0.00040211655948165946
26357,1,0.9999946237953766
30162,0,0.3943581148413857
13688,0,2.722870176333932e-05
26532,0,0.00011795883807226316
3939,0,0.00015007124824784266
2514,0,0.09778701296433412
2058,1,0.08037564141377372
20501,0,4.5805353394047207e-07
20097,0,0.0002474383009130538
12253,0,0.0451339222326063
3504,0,0.045873586525340494
25643,1,0.00440122012886893
23042,0,0.0017760727877392296
10491,0,0.24264510831841438
27665,0,0.00045648894441398735
22763,0,0.23219831990195686
23986,1,1.0
27452,0,0.00040363943982642606
5739,0,0.005943379548122416
11701,1,0.5862982377901724
6511,0,3.4434325569940415e-05
19696,0,0.002701740777173333
18975,0,0.08888742810299345
8552,0,0.04186128171034229
6498,0,0.0009629554442207772
24172,0,0.0013173943941116304
18935,0,0.0437457318086074
3009,0,3.436184997704847e-06
8964,0,0.002063155505037872
29151,0,0.0009301526411712971
14732,1,0.48284331550865733
14060,0,0.7570008282364161
12828,0,0.00021189730091568574
7317,0,0.04395569200671015
16647,0,7.6436799164349e-06
27025,0,4.888066706120604e-05
546,0,0.015195291569016705
19181,0,0.003365521311528431
15548,0,1.203143030267547e-06
824,0,3.093090309506832e-05
14153,1,0.01192217283614851
16053,0,0.997955152737239
29142,0,0.001441955033329392
21674,1,0.04183111739861814
24096,1,0.019335426399653313
13745,1,0.9999999998719389
3054,1,0.10916267782672083
9856,0,0.026044057321502605
19345,0,0.0018905089243561896
28636,0,3.8690566499279266e-07
3467,0,0.012989657455376688
6604,1,0.20381925447906366
10203,0,2.627267987365817e-06
23845,0,0.02254741440583856
6150,0,0.003548805052342922
19265,0,0.2786521700345691
3496,1,0.9999948041549745
3797,0,0.0014448568634200178
4934,0,0.0008480932921936133
6827,1,0.07774677967452194
13511,0,0.0126006961861012
2153,0,0.00022886837444357417
27823,0,1.2807735384043549e-07
19407,0,0.0003367422937266517
9709,0,0.12224368873884144
3569,1,0.004969014787649403
5678,0,0.001208424907838818
17066,0,0.0009492947833395873
7708,0,1.0107665198006116e-05
1364,1,0.5386694086396735
26977,0,0.0018380003625721464
23444,0,0.0001341892360351258
13585,1,0.0649138459423971
6209,0,0.003510962191715809
18985,0,2.7594053400989804e-05
8048,0,0.0028050588440303175
1555,1,0.20411083842605438
22037,0,0.00030801850150737753
5954,0,0.0016129698519440892
14865,0,0.006972216306050027
28246,0,0.10397074445011158
30015,1,0.5393718999138013
9153,0,3.072575417961155e-05
28726,1,0.9999999999999467
12289,0,0.0015170326177723799
10518,0,0.022942342562160326
6269,0,0.00461242651088571
23212,0,0.9974329549473712
27926,0,4.0610395418489014e-05
3896,0,0.00015063931812649844
5521,0,0.0008147589804078819
14579,1,0.9996863085728657
8244,1,0.4114691898729803
12078,1,0.012334470541119535
2445,0,0.00010216266970831124
19228,0,0.0809289211556221
3348,1,0.9999860849383179
5754,0,0.011934653524185714
29620,0,0.004796204274916011
15687,0,0.004210519134939438
6555,0,6.339703163890837e-05
13114,0,0.01945605318032183
23772,0,0.0012356824691554425
17321,1,0.20336441418050266
29720,1,0.9999999999959392
6659,0,0.1817868499153489
2410,0,0.040587402807463306
199,0,0.034471193266312546
14139,1,0.9999988518442803
17999,1,0.0025546212786656864
12637,0,0.2678340313844125
16158,0,0.47306894099391333
45,0,0.09100349961784363
9947,0,0.9999992084234932
23147,1,1.0
27980,1,0.0983053132864358
2760,0,0.0012364055976532512
14457,0,0.001225077677069895
13751,0,0.03065969247647826
29768,0,2.271712713398496e-05
18435,0,0.12116643017736464
5025,0,0.004895784742415422
4898,0,0.00013317543840819557
11193,0,0.031277570212732475
5867,0,0.0008732297641510551
13299,0,3.8788576678894796e-06
10607,0,0.0826734723303605
19150,1,0.9999999999593499
3728,0,0.00018442965980057383
12021,0,4.947439263903704e-06
6319,0,0.0005011191577070113
11437,1,0.9913582079292291
14013,1,0.6442828121241049
12647,0,0.0005123376309646038
26963,0,2.692154062676416e-06
25167,0,1.2456676889522183e-05
15532,0,0.11308449018525422
28940,1,0.9500155247214193
20216,0,0.005366413961883883
18122,0,0.0003381516014812805
22207,0,0.14611033446676477
8659,0,1.0305992695769515e-08
20673,0,0.000661247528479672
10051,0,0.07094617046914307
13970,0,0.0006011973495688658
16859,0,7.045014915344421e-05
17836,0,2.079483672355665e-05
16824,0,1.0303229044291352e-05
11358,0,0.02293371216731041
19137,1,0.15752802933051294
2575,0,0.001245025237093956
20629,0,0.003517757629070375
22505,1,0.9999974047329159
14751,0,0.020480682340940443
17121,0,0.003130102953368515
14007,0,7.462349048719575e-07
836,1,0.9999999999999929
13687,0,0.0024201147884885506
11017,0,0.002619792145785706
2425,0,8.1016139988859e-08
27548,1,0.0002342973171499019
19963,1,0.08590171519968634
28631,1,0.02604862774318955
16023,0,6.946228564936657e-05
5131,0,0.0022556300154187706
19054,0,0.00035147855705259905
19096,0,0.001559277301761292
5326,1,1.0
861,0,9.797131344504928e-05
8756,0,0.0036222423741403484
4430,0,0.2909946145305249
25974,1,0.055346187764994045
19474,0,0.9853497919088816
24494,0,2.7109688607919588e-05
24451,1,0.015711494745024646
14287,0,0.00025012144964440137
18043,0,0.08393330161959768
25272,0,0.00035913187062334046
17045,0,1.5575482944383583e-05
22352,1,1.0
4226,0,0.00018479039840369404
13965,0,0.01610964374899785
12270,0,0.0006063900118405462
10630,0,0.0007333473948644732
13572,1,1.0
20788,1,0.001133048375584348
23074,0,0.0013401844207378375
5353,0,4.131829820800444e-05
4575,1,0.03666678673177497
15068,0,0.00014464092436495594
10371,0,3.903454473660407e-05
29053,0,0.0007331590455952034
29679,1,0.9999999999992539
13380,0,0.001888903052403302
13368,1,0.21767742883972585
24120,0,0.8423643243139284
20489,0,0.00016252591859201995
3203,0,0.0014767430116823126
18700,0,3.2870020409767804e-05
8718,1,0.04614073256604649
20414,0,0.9999996241554174
29912,0,0.0027699550005938225
623,0,0.9787770459555812
30516,0,1.715672893590747e-06
13335,1,0.0003361860456797833
28596,0,0.041581076055455725
17739,0,0.0005306471997916066
7441,1,0.4434227185928185
29450,0,0.0014719191420799224
11514,1,1.0
14626,0,7.731384702758042e-06
20086,0,2.5300141739749053e-06
17499,1,0.008570450190044347
3414,0,6.158915101084595e-05
8236,0,9.883949303559264e-05
13870,0,0.006502565759551382
6590,0,0.00015020398614922607
4423,1,0.9999999999976019
28911,1,0.9999999999999893
1542,0,0.033251545371062105
29553,0,0.00013511845096576144
21225,0,1.7631868454238004e-06
7984,0,0.022817506964378707
14864,0,0.001431761170815761
11670,0,0.0056517110928552975
707,0,0.0007950895205261815
15371,0,0.0004448255187890145
20738,0,6.57429335992563e-05
128,0,0.0006464773018415908
5002,0,0.000512829610133844
9497,0,0.00048635825842132627
12965,0,6.0963675294713823e-05
1503,0,0.00024087331375027105
16163,1,1.0
311,0,0.10961344933474323
4341,0,5.171177256630999e-06
19223,0,0.2358456512244747
30277,1,0.9999999999995097
19359,1,0.9999979679942297
25474,1,0.9999999999999467
14434,0,0.03191833845783785
6145,1,1.0690661156704645e-05
14578,0,8.768702973901429e-06
13210,1,0.2210296552533997
7721,0,0.14304330287860562
12372,1,0.9999281662212778
20991,0,0.031469613760332776
8110,0,0.9999968784357249
21730,0,2.5981621965060408e-05
17314,0,0.0006381447968371646
16991,0,0.12331923199454459
29095,1,1.0
15781,0,0.00021102459283792012
21514,1,0.9999480294624669
5608,0,0.00010750045307529802
3011,0,0.008271749770987309
12292,1,0.005350163755419863
30024,1,0.07552267577110362
11040,0,0.002095875128932322
11185,0,0.00039457417405391106
17325,1,1.0
28931,0,0.10344726201950064
29327,0,0.00023071922762132858
11854,0,0.0004910176481061189
9044,0,0.006382298929587644
28175,0,6.236772816368427e-08
460,0,0.00043916366623127204
13226,0,1.2592656804545128e-06
3145,1,0.017855883920292595
5763,0,0.019105211647264014
7952,0,8.120394046745964e-06
21982,1,0.32811739345718854
23996,1,9.494913029682816e-06
10934,0,1.905258043521859e-06
569,0,0.9999999998592308
26729,0,2.5508727202684744e-05
23842,0,0.002551771158691149
30042,0,5.834779492882775e-06
30447,1,0.0379490137971393
27897,0,1.5038725706551703e-05
6208,1,0.14998252313826288
14920,0,0.0679819804296415
11815,0,0.026451132960432073
21624,1,0.0006693302018729512
9720,0,0.0009375923666020521
5714,1,0.9999958868037704
9185,1,0.9999999999999503
12571,0,0.00019631082631388434
21656,0,0.0005417085065516431
6750,0,0.13438564346816845
25941,0,1.1159698584449145e-07
25734,0,0.008193713924644075
5999,0,0.00014423544581522481
15362,0,0.11535249339721385
1461,0,0.003543271027510828
7493,1,0.9999999999999787
25587,1,0.016398037387544688
2041,1,0.4053447716096117
2501,0,0.00035239764740425635
22438,0,0.0012823482311685008
19393,1,0.043347475503499856
29843,1,0.027683151541629928
10308,0,0.0001812698588926223
5575,0,0.0869405721314857
16105,0,0.0017832806107382383
21313,1,0.02475257055003763
3215,0,0.05227093416530282
12705,1,0.0014856675568228005
24409,0,0.011801711997464963
6692,0,0.00010471630883058489
16900,1,0.9999999999996589
2053,0,8.39706107394575e-05
7642,0,0.00037112683456808586
22033,0,0.0002884486852911998
17636,0,0.08209701646257653
5957,1,0.16335583518286315
15677,0,0.03920322794581736
5182,1,0.2948856383825365
10507,0,0.0006081379626212015
20700,0,2.61032933726764e-08
12340,0,0.1898687745184321
22686,1,0.9996495855164226
25981,0,8.151512821917757e-05
16374,1,0.3107431735000093
25282,0,0.0006227111309115462
7860,1,0.9998682582362628
6714,1,0.30854857556483334
16546,0,0.08934184468022507
19722,0,0.9999831288615664
9274,1,0.10069421848149783
28938,0,0.013632620141486635
23680,0,0.003145548649278437
8055,0,9.441212032262058e-07
15995,0,0.09603822567580904
15489,1,0.12600933628024166
22409,1,0.015289864011968357
17135,1,0.9999877622878879
18681,1,0.9999999999999929
11107,1,0.0011337104534820317
28786,0,6.173699509338209e-05
5892,0,0.08039387210594555
14765,0,0.10801939012560244
25954,0,0.11942965264321136
12515,0,0.22485174273832406
28222,1,0.12069901589947754
17170,0,0.001398577306136097
16445,0,3.938075613559839e-05
30456,0,1.2840990997173915e-06
25007,1,0.9999915061890602
7597,0,0.0003591468346323411
26545,1,0.023081046908154167
13270,0,0.0029337839459454636
1603,1,0.1887263016266406
2718,0,0.9995826089607348
24554,0,1.275795885570243e-06
21150,0,0.030325457887259422
2427,1,0.12411259721330477
8334,0,9.575629266012463e-05
20317,0,1.5372085687657353e-05
24703,0,0.0014827760483697827
12586,1,0.00037681464419531536
9821,0,0.0002158216848781718
18031,0,0.007782447798403426
11609,0,0.015826011645081153
18806,1,0.9999999999928271
29759,0,5.1660658145838545e-05
6825,0,0.33537560204828115
4021,0,0.9570849619581003
15882,0,0.0170030620270404
27911,0,0.0013007895400597175
10468,1,0.10588573304392015
12695,0,0.0006155499559822059
27551,0,0.023494038938985416
1233,1,0.9999999999998472
22529,0,0.0015459523164049209
264,1,0.9999999998184066
2473,0,0.8066072981498877
6616,1,0.007248572815724156
7190,1,0.13393965705999242
27768,0,0.0007007688237768241
30451,0,2.2794066746416713e-08
19834,0,0.0029980417463232843
12382,0,0.00017341904971765966
7404,0,0.07114733704730816
12757,0,5.194333966657404e-07
16339,0,0.0005096863767360532
4961,0,0.0001756864002540898
20345,1,0.9999999999997407
24586,0,0.00010870659724060021
18262,0,0.05889646611606613
26013,0,0.001330482964126816
17807,0,0.00032679451996232427
29797,0,3.855404392789269e-06
