row_id,Actual,gnb_proba,dt_le_proba,rf_proba,xgb_proba
17658,1,0.248650194,0.188679245,0.255320338,0.025276192
8641,1,0.055061903,0.381889764,0.342220809,0.058254793
15925,0,8.05E-05,0.001445087,0.002223963,0.000885167
20831,0,0.000457296,0.012216405,0.006972764,0.004552674
283,0,0.021980728,0.114285714,0.068816178,0.5634472
5208,0,0.014052682,0.056818182,0.085757925,0.11821626
25503,0,0.000659958,0.083333333,0.10242803,0.0681568
16523,0,7.65E-05,0.001445087,0.002944307,0.004599958
16171,0,5.17E-05,0.007858546,0.039733953,0.03574167
14309,0,0.066479384,0,0.191489546,0.011036951
1159,0,7.97E-05,0.001445087,0.00075545,0.000662766
28011,1,0.996541375,0.272727273,0.148771513,0.001995825
4277,0,0.000455286,0.059322034,0.02600851,0.002489923
1955,0,0.015156221,0.041884817,0.052471178,0.008244999
18351,0,0.135864793,0.536277603,0.485880449,0.48563093
19287,0,4.96E-05,0,0.00026524,4.87E-05
5681,0,0.004166819,0.073684211,0.045080313,0.028808486
246,0,0.001575251,0.156739812,0.082159856,0.057738926
1572,0,3.85E-05,0.044776119,0.020599587,0.002568622
19058,0,0.000717749,0.356306892,0.262797607,0.12062911
3835,0,0.016669733,0.165605096,0.089014351,0.011093682
22974,0,0.525703166,0.573770492,0.5307173,0.12396382
11955,0,0.334180857,0.582417582,0.696194444,0.64116865
23740,0,0.387883544,0.582417582,0.66056392,0.67788404
17069,0,0.018107001,0.283950617,0.208555507,0.047174744
10543,1,1,0.857142857,0.947607201,0.99977165
319,0,0.082105803,0.265060241,0.291416943,0.6135404
22794,0,0.212201756,0,0.069795633,8.27E-05
24765,0,0.002238864,0.215686275,0.098021017,0.007674128
29182,0,0.979035329,0.069767442,0.228668189,0.006149042
1430,0,0.002272695,0.011494253,0.013784203,0.000478547
4410,0,8.99E-05,0,0.000573714,5.88E-05
20614,0,0.071920627,0.287671233,0.251779621,0.005335079
3355,1,0.999988324,1,0.91054171,0.9998963
18410,1,0.039916578,0.189655172,0.290776487,0.2389432
10852,0,0.005721277,0.1,0.046222792,0.002187812
3717,0,0.001391712,0,0.014174593,0.000998258
3904,0,2.40E-05,0,0.00182882,4.48E-05
19565,0,0.019552713,0.215686275,0.171243826,0.3857514
25758,0,0.000651038,0,0.014138038,0.000555812
7512,1,0.123872577,0.517241379,0.51546466,0.6228442
9361,1,0.003652734,0.2,0.266354854,0.05962138
17061,1,0.000853437,0.53125,0.617031601,0.71616644
3903,0,0.001324299,0.156739812,0.106306488,0.001067272
13932,1,0.392781679,0.857142857,0.821462549,0.9443873
11861,0,0.023134955,0.123809524,0.148717607,0.055330638
13624,0,0.022198523,0.446428571,0.527795111,0.5759003
25296,1,0.001161291,0.53125,0.511375867,0.73544127
22852,0,9.05E-05,0.01010101,0.024683314,0.000350277
16795,0,0.085576236,0.356306892,0.388557232,0.081187055
17485,0,0.001353809,0,0.002591431,0.000121548
1396,0,0.000355435,0,0.022305099,0.001114387
14869,1,0.776935558,0.857142857,0.844230893,0.98618317
30407,0,0.00134309,0.012216405,0.011551509,0.005675683
18447,0,0.000736173,0.356306892,0.32248706,0.07171487
2834,1,1,1,0.984644691,0.99995744
6570,1,1,1,0.989378308,0.9998518
23436,0,0.003062764,0.007858546,0.030445447,0.005626718
10926,1,0.000726712,0.016216216,0.181144597,0.38861215
13950,0,6.41E-06,0.001445087,0.008049423,1.64E-05
524,0,0.013635329,0.283950617,0.188796177,0.011821395
21765,0,0.007655539,0.044776119,0.023513632,3.38E-05
17149,0,3.99E-06,0,0.000328027,4.79E-05
21212,0,1.94E-05,0,0.000581778,4.28E-05
29098,0,9.79E-07,0,0.000469262,1.04E-05
10285,0,4.00E-05,0.007858546,0.007587556,0.000266434
27825,0,0.015675684,0.566666667,0.5148896,0.3239385
30095,0,0.008333972,0,0.017948789,0.002651435
20018,1,0.255732752,0.434782609,0.353872155,0.07411187
3477,0,7.99E-05,0.001445087,0.001220141,2.26E-06
23452,0,0.004393282,0.016216216,0.016835061,0.13123636
29590,1,0.100688108,0.6,0.521713252,0.63883984
24784,1,0.0501346,0.094827586,0.199252093,0.04522408
9675,0,3.64E-05,0.007858546,0.037221184,0.008748105
14079,0,9.36E-06,0,0.000345535,1.20E-06
26462,0,0.000447224,0.05,0.076350059,0.20534939
9405,0,0.037313792,0.016216216,0.090488042,0.002392305
6758,0,0.000211506,0.154929577,0.182359082,0.002533637
27321,1,0.390779712,0.857142857,0.778873746,0.9421514
26269,0,0.000845994,0,0.000403687,3.53E-07
14971,0,0.266907536,0.156739812,0.227462933,0.03948442
24525,0,0.00427481,0.025641026,0.037018509,0.014112691
23758,1,0.085258507,0.356306892,0.376664487,0.6185265
11167,0,0.000358341,0.093023256,0.030263197,0.4324913
20746,0,3.61E-05,0.059322034,0.028332653,0.023617981
9011,0,0.000681289,0.02,0.138151777,0.014774506
15989,0,0.995969169,0,0.101613184,0.015873672
12003,0,0.000561155,0,0.00115171,7.42E-06
23141,0,0.00013084,0.026666667,0.03184289,0.003989253
5834,0,0.000190763,0.001445087,0.002149107,0.003531883
29175,0,0.786338467,0.655172414,0.555428001,0.008295371
22588,0,0.000636359,0.016216216,0.022194904,0.000681428
9766,0,0.004981947,0.163934426,0.069750879,0.002068038
23766,0,0.001770905,0.012216405,0.007534019,0.005139406
24189,1,1,0.422222222,0.439451162,0.002174408
20412,0,6.10E-10,0,0.015395532,9.53E-07
4754,0,0.000833328,0.001445087,0.001114862,0.000397438
28913,0,0.000245392,0.012216405,0.003605029,0.002232306
20682,0,0.013409006,0.263157895,0.204870167,0.002440974
15314,0,0.004575438,0.012216405,0.011581714,0.002844783
20099,0,0.01343046,0,0.079466353,0.014640572
3345,0,0.000297148,0.040816327,0.041347655,0.104328185
22459,0,8.73E-05,0.011494253,0.01265115,1.60E-05
30596,0,0.012394679,0.189189189,0.189968557,0.018079199
28314,1,0.002453011,0.536277603,0.426632528,0.28896645
414,0,0.001314101,0.53125,0.662883504,0.2795882
21961,0,0.034881207,0.179487179,0.178398413,0.13122717
18040,0,6.20E-06,0.055555556,0.033574378,0.000133143
4505,1,0.076368802,0.287671233,0.299368237,0.30321383
8548,0,0.044361023,0.189655172,0.181887987,0.016810652
29036,1,0.107879476,0.188679245,0.212264434,0.00281304
3317,0,0.224946344,0.188679245,0.250814587,0.026285386
18293,0,0.007931241,0.136986301,0.232020109,0.05653562
30029,1,0.004774623,0.566666667,0.650410904,0.4990694
17387,0,0.000344117,0.012216405,0.010943974,0.031704787
1163,0,3.23E-06,0.012216405,0.020755188,0.009562145
8182,0,0.013684794,0.006507592,0.047248395,0.00296095
23131,0,2.52E-05,0,0.000105437,9.04E-07
8880,1,0.998170248,1,0.543379261,0.99847776
24601,0,0.238151899,0.159090909,0.416858806,0.24232827
5743,0,0.064851302,0.265060241,0.387046079,0.47882533
9958,1,0.999999502,1,0.9889401,0.99418724
13115,0,0.018073811,0.205882353,0.148939847,0.5171007
30521,0,0.999999997,0.047619048,0.168710095,0.000759777
17986,0,4.36E-07,0,0.006999017,0.000117487
25266,1,0.036163798,0.215686275,0.124784123,0.18651494
26099,0,0.000107958,0.016216216,0.008137288,0.000774356
10068,1,0.000842477,0.53125,0.471467155,0.14370656
9705,1,0.082551828,0.536277603,0.498169477,0.5856361
29291,0,0.741159456,0.356306892,0.329849329,0.048191268
18346,0,2.19E-05,0.006507592,0.020773911,6.59E-05
8212,0,0.000151813,0.047619048,0.011791202,3.40E-05
149,0,0.410540279,0.137254902,0.166392068,0.012645818
29176,1,1,1,0.999411765,0.9999927
12919,0,0.235586518,0.536277603,0.528529167,0.10605131
9503,0,0.102349574,0.358974359,0.299192534,0.013275473
343,0,0.009408661,0.007858546,0.039332827,0.000145292
21303,0,3.08E-07,0.012216405,0.022527965,1.36E-05
13187,0,4.35E-06,0,5.39E-05,3.96E-06
10373,0,0.089844888,0.381889764,0.440694386,0.6087594
2237,1,0.009784482,0.287671233,0.262459638,0.08784488
27636,0,0.000564429,0,0.02737535,0.001563046
2719,0,9.34E-06,0.006507592,0.03597659,0.03645973
26728,1,0.137360332,0.566666667,0.579376283,0.41383952
7527,0,5.55E-06,0,5.39E-05,3.79E-07
29396,1,1,1,1,0.99999857
7099,0,1.49E-05,0.05,0.127759154,0.00597783
14640,0,0.00024581,0.016216216,0.016082707,0.000273276
19120,1,0.081376816,0.517241379,0.528042239,0.41156563
14979,0,0.003674418,0.020833333,0.046420246,0.000616621
29290,0,0.000949381,0.059322034,0.047864221,0.039501492
9414,0,0.000989069,0.026548673,0.066035959,0.33802944
9287,1,0.382868911,0.780487805,0.807024424,0.97003996
7608,0,3.68E-05,0,0.000187782,0.000293149
5769,0,0.018444201,0.041884817,0.158476952,0.20222764
16786,1,0.553119968,0.735294118,0.788035654,0.90742373
17378,0,6.28E-06,0.016129032,0.004578376,7.51E-05
1660,1,0.972684795,0.536277603,0.572452378,0.9824735
17392,0,8.59E-06,0.01010101,0.015293299,0.000156403
6902,0,0.026345934,0.517241379,0.398722432,0.29411677
29455,0,0.005083543,0,0.015633804,0.002879027
8477,0,0.00024936,0.001445087,0.006968732,0.005598867
15703,0,4.40E-05,0,0.0005044,4.64E-06
21500,0,0.000118416,0.025641026,0.009661444,0.002953246
13579,1,1,1,0.994672662,0.99999595
10864,0,0.000111297,0.055555556,0.026964602,0.002837759
8450,1,0.106847074,0.377880184,0.38431723,0.30683964
21343,0,0.000152463,0,0.003129685,2.84E-07
4421,0,1.44E-05,0,0.002191466,1.08E-05
11366,0,0.508949757,0.566666667,0.744307446,0.9651338
14351,0,0.000276944,0.021276596,0.08326164,0.14731322
9062,0,8.64E-10,0.006507592,0.033531166,3.23E-05
27648,0,3.77E-06,0.01010101,0.004997865,0.001667511
25317,1,0.016379852,0.488970588,0.40994166,0.52590746
3918,0,8.54E-07,0,0.000128722,8.29E-07
12248,0,0.141950655,0.726937269,0.58212001,0.2008129
23455,0,1.04E-05,0,0.000685869,6.63E-06
22341,1,0.133355181,0.356306892,0.365743383,0.12627345
2788,0,0.000219792,0.016216216,0.015404089,0.000414919
24302,0,0.000612915,0,0.000272494,3.96E-05
15393,0,0.000162307,0.016216216,0.029478698,3.21E-05
24700,0,0.000962846,0.059322034,0.059117549,0.004037107
23082,1,0.999998223,1,0.960271878,0.9985373
15273,0,3.18E-06,0.012216405,0.006587837,0.000137907
17310,0,5.30E-06,0,0.04312053,0.000637278
13834,0,0.000276498,0.020833333,0.042069801,0.000434335
29147,0,0.000422472,0.215686275,0.143049711,0.03815179
25069,0,0.041261929,0.123809524,0.142554208,0.12955861
16326,0,9.94E-06,0.012216405,0.004805007,0.000248597
19035,1,0.143202155,0.536277603,0.527910016,0.5205141
24392,1,0.351892167,0.574468085,0.786149941,0.68601453
25201,1,0.079759623,0.356306892,0.382123351,0.2781189
18274,0,0.000217342,0,0.000345535,7.19E-07
15813,0,0.0298473,0.517241379,0.444260955,0.8937385
23213,0,0.00021011,0.012216405,0.007155079,0.009812249
5122,1,1,0.857142857,0.933856305,0.9999865
1747,1,0.009693426,0.377880184,0.345916145,0.6474204
6328,0,0.999751623,0.517241379,0.438805845,0.009252548
755,1,0.973901569,0.726937269,0.624140475,0.97678727
11159,0,0.050372887,0.356306892,0.367411096,0.3228099
29190,0,1.92E-07,0,0.000110606,2.20E-08
17593,1,0.093237622,0.118421053,0.297749866,0.08027982
14220,0,6.05E-05,0,0.000974503,2.50E-07
15089,0,0.001618011,0.073684211,0.070826185,0.10972565
21946,0,0.000191305,0.05,0.053039861,8.60E-05
27924,1,0.478920926,0.650793651,0.641125244,0.57636786
20636,1,1,1,0.991,0.99963677
29744,1,1,1,0.95989057,0.9999881
24193,1,1,1,1,0.999806
3131,0,0.000111771,0,0.000200552,5.13E-07
28852,0,0.00407152,0.156739812,0.192423775,0.7659833
24965,0,0.999902725,0.222222222,0.269961156,0.000368572
20956,0,0.000173401,0.016216216,0.024329281,0.000388967
2926,0,0.174133786,0.21875,0.298191912,0.015503707
24618,1,0.002135764,0.414634146,0.63273996,0.39554524
16002,1,0.999997371,1,0.934400638,0.99979955
18238,0,0.002182722,0.055555556,0.068618645,0.0701562
6924,1,0.17080711,0.517241379,0.523536282,0.73183274
20889,0,0.000673136,0.066666667,0.048293405,0.055494305
23362,0,3.82E-06,0,0.001577081,1.30E-05
28787,0,0.999987922,0.159090909,0.311067327,0.000546633
25432,0,0.07426562,0.517241379,0.502140725,0.56160504
26076,0,0.003635369,0.655172414,0.671876444,0.674953
16471,0,0.040750446,0.205882353,0.288927306,0.8826292
7654,0,0.103159725,0.377880184,0.352026858,0.07997863
25545,0,0.002409149,0.073684211,0.075269869,0.00252566
17768,1,0.077267776,0.287671233,0.297495282,0.7626615
404,0,0.000329412,0.007858546,0.016269134,0.00014042
5299,0,0.000882311,0.010582011,0.026342783,0.020332567
23862,0,0.008785167,0.123809524,0.106588588,0.10133346
8512,0,0.000205904,0,0.041404745,0.004680358
28808,0,8.21E-06,0,0.000488372,0.000141744
28570,0,0.043887689,0.172413793,0.15825463,0.10609657
17624,1,0.000188573,0.341463415,0.253692833,0.3770778
9145,0,0.031182449,0.272727273,0.178161213,0.14331868
10269,0,0.000486355,0.055555556,0.035597546,0.000860677
3584,0,0.00587645,0.012216405,0.044065392,0.005294798
29743,1,0.000330071,0.007858546,0.008576268,0.000379473
19741,0,0.009181506,0.05,0.042739021,0.005585588
3222,0,0.002046681,0.007858546,0.015616027,0.002234223
24071,0,2.28E-07,0,0.015873323,0.001539685
27380,1,0.001294101,0.627906977,0.471841781,0.18228674
9327,0,0.03228713,0.409090909,0.360876375,0.92063105
18020,0,0.001152937,0.165605096,0.108763719,0.06776492
18724,0,0.000149711,0.059322034,0.031206914,0.006272934
27619,1,0.033091421,0.381889764,0.468814497,0.86392874
15605,1,0.160188306,0.446428571,0.674289701,0.8067814
28282,0,0.999864402,0.53125,0.648412289,0.014864829
4084,0,7.36E-06,0,0.000163577,1.54E-06
19240,1,0.227193938,0.710144928,0.69557568,0.9688411
1973,0,0.003964642,0.25,0.297280845,0.46747345
27000,1,1,1,1,0.999801
23769,0,1.00E-05,0.007858546,0.022414813,0.006882033
11346,0,0.008170934,0.026548673,0.064636607,0.04291513
6664,1,0.003665856,0.448275862,0.498007822,0.12742914
14536,0,0.01434789,0.041884817,0.086417133,0.030279456
13404,1,0.129448966,0.358974359,0.327948636,0.11172019
12219,0,0.003030257,0.056818182,0.030199373,0.28490597
15892,0,0.434357911,0.857142857,0.810388039,0.5140295
27128,0,0.000814082,0.094890511,0.071609265,0.04193265
30142,1,0.129603784,0.6,0.680432629,0.25407603
22982,0,0.004831307,0.056818182,0.050697566,0.008128414
18590,0,0.000108423,0,0.009510799,9.94E-06
23209,0,0.0002625,0,0.020524679,0.001129943
1185,0,0.00044336,0.007858546,0.02246707,0.000814366
23371,0,0.004906013,0.001445087,0.011501514,0.000760026
1682,0,0.006710004,0.020833333,0.076568638,0.08722707
204,1,0.006612374,0.259259259,0.26894428,0.591241
19608,0,0.002826583,0.03125,0.018689756,0.032070223
27520,0,0.000534041,0.058823529,0.069266534,3.96E-06
25791,0,0.087273415,0.356306892,0.379169535,0.5316279
12814,1,0.262335392,0.710144928,0.675672662,0.81623
24346,1,0.002144205,0.448275862,0.442799085,0.9134983
25783,0,0.001141412,0.059322034,0.032006184,0.13275705
23227,1,0.191384793,0.739130435,0.621001828,0.5115469
20548,1,0.999998758,1,0.998825251,0.9999598
13051,0,0.002392571,0.075,0.097379182,0.022807546
19665,0,0.000286313,0,0.036007039,0.002160791
13359,0,0.000147362,0,0.007152434,0.003398954
20037,0,0.030765896,0.386363636,0.213730899,0.13555528
2764,0,1.79E-05,0,0.000577419,1.79E-05
6119,0,0.002800062,0.195121951,0.053530627,0.004383918
28743,0,0.092992919,0.536277603,0.546064982,0.864169
1113,0,0.002534862,0,0.003926449,0.000907354
1057,1,0.08644264,0.094827586,0.233425525,0.27726105
28225,0,1.94E-05,0,7.08E-05,1.84E-06
13401,1,0.292987207,0.609022556,0.672824889,0.7092271
3659,0,0.99999814,0.726937269,0.295279063,0.000292834
23942,1,0.034640601,0.456521739,0.511381317,0.9935773
29405,0,0.00024761,0,0.077531842,0.000596531
615,0,0.002475853,0.029126214,0.03187941,0.014078042
29758,0,0.137107023,0.536277603,0.470029836,0.10230554
5684,0,5.62E-05,0.134615385,0.10371091,0.003650811
28839,0,0.000113594,0,0.000200552,1.60E-06
9869,1,0.99999897,0.9375,0.986848169,0.99989235
1948,0,0.000578655,0.075,0.013803795,0.003760468
26790,0,0.082232803,0.172413793,0.255501054,0.008716055
15163,0,0.000361746,0.006507592,0.007697757,0.004387048
7738,1,0.450530604,0.780487805,0.759733818,0.97441745
13484,0,0.116678677,0.356306892,0.314401965,0.054585062
21978,0,0.085116353,0.029126214,0.07582144,0.000261861
11074,0,0.073221416,0.041884817,0.065161237,0.001671341
1547,0,0.00142165,0,0.002131794,0.000578898
24315,1,0.116577562,0.353846154,0.285659374,0.11043712
23095,0,5.79E-08,0.016216216,0.030690466,0.045469616
18608,0,7.40E-06,0.006507592,0.013224081,0.16489238
14633,0,0.022993476,0.075,0.167508989,0.114428766
24691,0,1.74E-05,0,0.000280276,1.26E-05
30219,0,0.000347553,0.040816327,0.063869596,0.19729441
6744,0,0.000511858,0.163934426,0.037486535,0.000782246
20654,0,0.00014298,0.217391304,0.220933091,0.001758207
3748,0,0.000753429,0.026666667,0.136974353,0.20858969
10412,0,7.43E-08,0.006507592,0.011153681,1.87E-06
28311,0,0.018618339,0.123809524,0.064847565,0.24630481
24442,0,7.66E-07,0.145454545,0.168216166,0.88433033
11263,0,1.51E-08,0,0.01699069,0.016226474
2219,0,0.699437744,0.333333333,0.168700787,0.000416524
23820,0,0.028829446,0.283950617,0.294584232,0.99384105
16352,0,2.61E-05,0.007858546,0.019315889,0.001317359
16369,0,0.0019304,0.833333333,0.552219506,0.6386215
6095,0,1.43E-08,0.274193548,0.066036142,0.001662626
14960,0,0.000211879,0.03125,0.022985734,0.00607747
5228,1,0.150011413,0.566666667,0.600098607,0.71429765
3626,0,0.000399877,0,0.000364259,0.000171735
1,0,0.056719217,0.159090909,0.282218679,0.5677923
26505,1,0.682353086,0.566666667,0.689496963,0.9371306
17955,1,0.006864045,0.196721311,0.081311646,0.18560232
8770,1,0.086611647,0.25,0.465160642,0.5693153
14193,0,0.000252436,0.012216405,0.008382402,0.000481686
16267,0,0.087872483,0.356306892,0.38303055,0.29041606
6483,0,0.473375923,0.650793651,0.704614254,0.7792264
17329,0,3.87E-05,0,0.00026524,2.66E-06
27957,0,0.001974793,0,0.019452054,0.003317331
18402,0,4.63E-09,0,5.05E-05,1.62E-06
2024,1,1,1,1,0.9995141
5566,0,0.519223531,0.573770492,0.621701107,0.059957556
2723,1,0.524187968,0.857142857,0.80679278,0.93814266
28422,0,0.048381902,0.196721311,0.119732443,0.123750456
25857,0,0.008084807,0.311111111,0.363091177,0.76267684
24845,0,0.997335338,0.123809524,0.101757376,5.79E-05
7953,0,0.002757834,0,0.003086599,0.000106822
6335,0,0.000138668,0,0.000174654,7.88E-07
10191,0,2.80E-05,0.041884817,0.072218412,0.004044207
23800,0,5.66E-05,0.134615385,0.123808988,0.000102173
16782,0,6.04E-05,0,0.003456081,0.000716179
7907,0,0.000586686,0.020408163,0.015110179,0.001983484
13558,0,0.001352562,0,0.005716312,0.006050814
30353,0,0.001233103,0.010582011,0.165107141,0.35153395
27475,0,0.046080836,0.194805195,0.16913927,0.030744346
16592,1,0.095283773,0.377880184,0.380817138,0.053081054
30131,1,0.996856625,0.356306892,0.368279345,0.4807521
6301,0,0.000987622,0.007858546,0.002817189,0.000186631
281,0,0.008072945,0.311111111,0.207447296,0.5424222
14200,0,0.000460061,0.02,0.037680161,0.019652288
24180,1,0.002999792,0.655172414,0.672644113,0.9919871
9516,0,4.47E-05,0,0.000484907,5.31E-07
30266,0,0.097527826,0.536277603,0.564000364,0.5586476
