row_id,Actual,xgb_proba
13187,0,3.9635297e-06
10373,0,0.6087594
2237,1,0.08784488
27636,0,0.0015630458
2719,0,0.03645973
26728,1,0.41383952
7527,0,3.7902052e-07
29396,1,0.99999857
7099,0,0.0059778304
14640,0,0.00027327577
19120,1,0.41156563
14979,0,0.00061662094
29290,0,0.039501492
9414,0,0.33802944
9287,1,0.97003996
7608,0,0.0002931486
5769,0,0.20222764
16786,1,0.90742373
17378,0,7.508707e-05
1660,1,0.9824735
17392,0,0.00015640295
6902,0,0.29411677
29455,0,0.002879027
8477,0,0.0055988673
15703,0,4.641094e-06
21500,0,0.0029532462
13579,1,0.99999595
10864,0,0.0028377587
8450,1,0.30683964
21343,0,2.839028e-07
4421,0,1.0760588e-05
11366,0,0.9651338
14351,0,0.14731322
9062,0,3.2331183e-05
27648,0,0.0016675107
25317,1,0.52590746
3918,0,8.286615e-07
12248,0,0.2008129
23455,0,6.6347343e-06
22341,1,0.12627345
2788,0,0.00041491943
24302,0,3.964766e-05
15393,0,3.2127406e-05
24700,0,0.0040371073
23082,1,0.9985373
15273,0,0.00013790662
17310,0,0.0006372781
13834,0,0.000434335
29147,0,0.03815179
25069,0,0.12955861
16326,0,0.0002485965
19035,1,0.5205141
24392,1,0.68601453
25201,1,0.2781189
18274,0,7.1931817e-07
15813,0,0.8937385
23213,0,0.009812249
5122,1,0.9999865
1747,1,0.6474204
6328,0,0.009252548
755,1,0.97678727
11159,0,0.3228099
29190,0,2.1987839e-08
17593,1,0.08027982
14220,0,2.4961895e-07
15089,0,0.10972565
21946,0,8.59681e-05
27924,1,0.57636786
20636,1,0.99963677
29744,1,0.9999881
24193,1,0.999806
3131,0,5.1297025e-07
28852,0,0.7659833
24965,0,0.0003685719
20956,0,0.00038896743
2926,0,0.015503707
24618,1,0.39554524
16002,1,0.99979955
18238,0,0.0701562
6924,1,0.73183274
20889,0,0.055494305
23362,0,1.3016596e-05
28787,0,0.00054663274
25432,0,0.56160504
26076,0,0.674953
16471,0,0.8826292
7654,0,0.07997863
25545,0,0.0025256602
17768,1,0.7626615
404,0,0.00014041972
5299,0,0.020332567
23862,0,0.10133346
8512,0,0.0046803583
28808,0,0.00014174399
28570,0,0.10609657
17624,1,0.3770778
9145,0,0.14331868
10269,0,0.00086067716
3584,0,0.005294798
29743,1,0.0003794732
19741,0,0.0055855876
3222,0,0.0022342233
24071,0,0.001539685
27380,1,0.18228674
9327,0,0.92063105
18020,0,0.06776492
18724,0,0.006272934
27619,1,0.86392874
15605,1,0.8067814
28282,0,0.014864829
4084,0,1.5443084e-06
19240,1,0.9688411
1973,0,0.46747345
27000,1,0.999801
23769,0,0.0068820333
11346,0,0.04291513
6664,1,0.12742914
14536,0,0.030279456
13404,1,0.11172019
12219,0,0.28490597
15892,0,0.5140295
27128,0,0.04193265
30142,1,0.25407603
22982,0,0.008128414
18590,0,9.942534e-06
23209,0,0.0011299433
1185,0,0.0008143659
23371,0,0.00076002645
1682,0,0.08722707
204,1,0.591241
19608,0,0.032070223
27520,0,3.9639417e-06
25791,0,0.5316279
12814,1,0.81623
24346,1,0.9134983
25783,0,0.13275705
23227,1,0.5115469
20548,1,0.9999598
13051,0,0.022807546
19665,0,0.0021607906
13359,0,0.0033989537
20037,0,0.13555528
2764,0,1.792303e-05
6119,0,0.0043839184
28743,0,0.864169
1113,0,0.0009073543
1057,1,0.27726105
28225,0,1.842002e-06
13401,1,0.7092271
3659,0,0.00029283436
23942,1,0.9935773
29405,0,0.0005965309
615,0,0.014078042
29758,0,0.10230554
5684,0,0.003650811
28839,0,1.595544e-06
9869,1,0.99989235
1948,0,0.0037604675
26790,0,0.008716055
15163,0,0.0043870476
7738,1,0.97441745
13484,0,0.054585062
21978,0,0.00026186105
11074,0,0.0016713412
1547,0,0.0005788976
24315,1,0.11043712
23095,0,0.045469616
18608,0,0.16489238
14633,0,0.114428766
24691,0,1.2559976e-05
30219,0,0.19729441
6744,0,0.00078224554
20654,0,0.0017582069
3748,0,0.20858969
10412,0,1.8660111e-06
28311,0,0.24630481
24442,0,0.88433033
11263,0,0.016226474
2219,0,0.00041652448
23820,0,0.99384105
16352,0,0.0013173587
16369,0,0.6386215
6095,0,0.0016626258
14960,0,0.0060774703
5228,1,0.71429765
3626,0,0.00017173521
1,0,0.5677923
26505,1,0.9371306
17955,1,0.18560232
8770,1,0.5693153
14193,0,0.00048168623
16267,0,0.29041606
6483,0,0.7792264
17329,0,2.6564678e-06
27957,0,0.0033173314
18402,0,1.6168415e-06
2024,1,0.9995141
5566,0,0.059957556
2723,1,0.93814266
28422,0,0.123750456
25857,0,0.76267684
24845,0,5.7949186e-05
7953,0,0.00010682225
6335,0,7.8819903e-07
10191,0,0.0040442073
23800,0,0.00010217253
16782,0,0.00071617914
7907,0,0.0019834843
13558,0,0.0060508135
30353,0,0.35153395
27475,0,0.030744346
16592,1,0.053081054
30131,1,0.4807521
6301,0,0.0001866307
281,0,0.5424222
14200,0,0.019652288
24180,1,0.9919871
9516,0,5.3075684e-07
30266,0,0.5586476
5923,0,9.228855e-06
22994,1,0.7950375
3950,0,0.00090080284
16111,1,0.47879648
8854,0,0.010660454
6638,0,0.6966639
9461,0,0.8427772
24995,0,0.28947178
2017,0,0.24560398
8003,0,0.00083666336
12602,0,0.0003247998
20556,0,0.10320457
5792,1,0.8825053
28297,1,0.5827172
2603,0,0.00094054727
27243,0,2.2052927e-07
9554,0,0.00018897973
16115,0,2.6419534e-06
19491,0,0.005886622
21682,0,0.17558174
22186,0,0.025153019
21351,0,0.013009611
17926,0,0.0026019895
581,0,7.052922e-05
24471,0,7.339183e-07
22759,0,0.00015785762
1976,0,0.17381157
10330,0,0.20387463
1152,0,0.0017621741
10190,0,0.5213103
18306,0,0.109741524
26686,0,6.2800814e-07
25034,0,7.884343e-07
12895,0,0.034366917
4680,0,0.01481223
15212,0,0.020089831
6181,0,0.38121232
16505,0,0.10745792
18078,0,0.8883915
21068,0,0.00033197924
949,0,0.00017844613
15013,0,0.49782783
20259,0,0.038541537
24129,0,0.009724682
1232,0,0.0001551576
4594,0,2.7408323e-06
16027,1,0.95555216
18512,0,0.24925207
9614,0,0.061944418
12336,0,0.08952977
5926,0,0.004829103
22171,0,0.011521762
15099,1,0.26961392
23773,1,0.92234164
3044,0,5.971222e-07
17561,0,4.1244427e-08
24475,0,0.0002752555
21016,0,0.0006058346
28131,0,0.020905482
17234,0,0.22317322
13032,0,0.3981813
8805,0,4.8843016e-05
22621,1,0.72094816
22032,0,1.133484e-05
3766,1,0.42217088
9907,0,0.011708361
27802,1,0.9998419
10050,0,4.981408e-07
18680,0,3.102099e-05
24875,0,0.049643524
15010,1,0.9947454
23948,0,0.0002468805
26357,1,0.99969685
30162,0,0.22543105
13688,0,0.0003775499
26532,0,0.0007245188
3939,0,0.0004714664
2514,0,0.19869639
2058,1,0.3517433
20501,0,3.0663205e-06
20097,0,0.0677897
12253,0,0.060135845
3504,0,0.19862992
25643,1,0.28579795
23042,0,0.013078273
10491,0,0.7955682
27665,0,0.0058508758
22763,0,0.8774459
23986,1,0.9999776
27452,0,9.612003e-06
5739,0,0.0006001004
11701,1,0.9584712
6511,0,0.0006613337
19696,0,0.07201139
18975,0,0.41084728
8552,0,0.3136424
6498,0,0.0011526413
24172,0,0.023738366
18935,0,0.0017434873
3009,0,0.00047073598
8964,0,0.00742431
29151,0,0.12628135
14732,1,0.6595687
14060,0,0.91662025
12828,0,0.0045969523
7317,0,0.70098984
16647,0,2.1420645e-05
27025,0,2.7065043e-06
546,0,0.01698285
19181,0,0.0005034716
15548,0,0.0031761774
824,0,3.849239e-07
14153,1,0.1154593
16053,0,0.049434725
29142,0,0.010273396
21674,1,0.5749504
24096,1,0.07860877
13745,1,0.99980325
3054,1,0.22086364
9856,0,0.00035526956
19345,0,0.0013192584
28636,0,3.3988047e-07
3467,0,0.019405097
6604,1,0.8664987
10203,0,6.9728095e-08
23845,0,0.5685867
6150,0,0.09773112
19265,0,0.6743328
3496,1,0.99919564
3797,0,0.015656747
4934,0,0.00013090816
6827,1,0.1257525
13511,0,0.020620503
2153,0,4.883671e-07
27823,0,0.0013165403
19407,0,0.006325064
9709,0,0.95145494
3569,1,0.55753016
5678,0,0.010392453
17066,0,0.000105653395
7708,0,1.905363e-07
1364,1,0.9811554
26977,0,0.0035525342
23444,0,0.00014727356
13585,1,0.17565212
6209,0,0.45379892
18985,0,0.0002576652
8048,0,0.00059560797
1555,1,0.8499355
22037,0,0.017024294
5954,0,0.0010594024
14865,0,2.1929493e-06
28246,0,0.19489495
30015,1,0.9834293
9153,0,5.652654e-06
28726,1,0.9995679
12289,0,0.028677756
10518,0,0.006714448
6269,0,0.0096916845
23212,0,0.47293282
27926,0,0.0007014628
3896,0,0.043536916
5521,0,0.013636592
14579,1,0.99975055
8244,1,0.7582644
12078,1,0.8468052
2445,0,0.0001751592
19228,0,0.32537162
3348,1,0.99738866
5754,0,0.015858022
29620,0,0.062972456
15687,0,0.12367577
6555,0,8.885644e-05
13114,0,0.024797907
23772,0,0.20666744
17321,1,0.7478223
29720,1,0.9999459
6659,0,0.90679693
2410,0,0.596976
199,0,0.24779804
14139,1,0.99991083
17999,1,0.11739007
12637,0,0.0007356626
16158,0,0.00304789
45,0,0.24517466
9947,0,0.0013852451
23147,1,0.99997675
27980,1,0.20564902
2760,0,0.002208845
14457,0,1.5659176e-05
13751,0,0.39727855
29768,0,0.51489645
18435,0,0.73983145
5025,0,0.021772979
4898,0,0.00051657105
11193,0,0.12244037
5867,0,0.0017525044
13299,0,0.0008773098
10607,0,0.82439995
19150,1,0.9993111
3728,0,3.7590812e-08
12021,0,1.8970985e-07
6319,0,0.0027139953
11437,1,0.8803587
14013,1,0.95976347
12647,0,0.0032710838
26963,0,3.2814856e-07
25167,0,0.24779195
15532,0,0.77448106
28940,1,0.78404415
20216,0,0.031364866
18122,0,0.16460928
22207,0,0.29885164
8659,0,0.0036730971
20673,0,0.01214784
10051,0,0.71631813
13970,0,0.23289682
16859,0,8.705237e-08
17836,0,7.9511765e-06
16824,0,0.0250115
11358,0,0.050180838
19137,1,0.76834905
2575,0,0.008725928
20629,0,0.019929018
22505,1,0.9994911
14751,0,0.23709117
17121,0,0.004926625
14007,0,0.0005594437
836,1,0.99999225
13687,0,0.032535877
11017,0,0.009880345
2425,0,8.680053e-06
27548,1,0.00022890464
19963,1,0.5646658
28631,1,0.08191495
16023,0,0.0012349284
5131,0,0.027853731
19054,0,4.379883e-07
19096,0,0.00067057734
5326,1,0.9999988
861,0,2.5509999e-06
8756,0,0.32991567
4430,0,0.89235073
25974,1,0.29905063
19474,0,0.0022634594
24494,0,5.365014e-07
24451,1,0.03753857
14287,0,0.00020421055
18043,0,0.018083017
25272,0,0.013448978
17045,0,0.023252036
22352,1,0.9997309
4226,0,0.01012872
13965,0,0.015427549
12270,0,2.0132804e-05
10630,0,0.00063563936
13572,1,0.9999789
20788,1,0.13007522
23074,0,0.0026897576
5353,0,2.3448078e-07
4575,1,0.03093954
15068,0,0.2215267
10371,0,0.015315232
29053,0,0.003525624
29679,1,0.99993336
13380,0,0.0022873352
13368,1,0.9156715
24120,0,0.005864946
20489,0,0.0070560765
3203,0,0.0009860543
18700,0,4.3911186e-05
8718,1,0.34864697
20414,0,0.4225599
29912,0,0.0020739115
623,0,0.006600522
30516,0,4.0220144e-05
13335,1,0.26934084
28596,0,0.009926872
17739,0,0.00010802659
7441,1,0.9896494
29450,0,0.00031253984
11514,1,0.99998724
14626,0,9.2232256e-07
20086,0,2.6309004e-07
17499,1,0.21526681
3414,0,0.20591767
8236,0,1.6047341e-05
13870,0,0.022633746
6590,0,0.058521777
4423,1,0.9995819
28911,1,0.9999362
1542,0,0.47790286
29553,0,6.363466e-05
21225,0,3.9061902e-05
7984,0,0.012587681
14864,0,0.008861856
11670,0,0.0019333077
707,0,0.00012612989
15371,0,1.2408823e-06
20738,0,9.101698e-06
128,0,4.007458e-05
5002,0,0.5274109
9497,0,0.051947527
12965,0,0.00019290853
1503,0,0.005566474
16163,1,0.9999361
311,0,4.3458356e-05
4341,0,0.00041607145
19223,0,0.52067053
30277,1,0.9956441
19359,1,0.99864846
25474,1,0.9986541
14434,0,0.17115141
6145,1,0.5373299
14578,0,3.5096898e-06
13210,1,0.82265997
7721,0,0.7204132
12372,1,0.98287475
20991,0,0.91477734
8110,0,0.00077703426
21730,0,4.173573e-05
17314,0,0.00020083712
16991,0,0.24369122
29095,1,0.99995446
15781,0,0.0020416714
21514,1,0.99967945
5608,0,5.6024997e-05
3011,0,0.042299435
12292,1,0.0040190085
30024,1,0.22155616
11040,0,0.06703314
11185,0,0.0023863318
17325,1,0.99858177
28931,0,0.5565404
29327,0,0.00035223574
11854,0,1.6119184e-05
9044,0,0.013416402
28175,0,9.055578e-05
460,0,0.0015000433
13226,0,2.3859689e-06
3145,1,0.48070264
5763,0,0.19565031
7952,0,0.0016965831
21982,1,0.71005225
23996,1,0.032845043
10934,0,2.2653161e-05
569,0,0.0018743201
26729,0,0.09432353
23842,0,0.0003496827
30042,0,0.5621437
30447,1,0.6082964
27897,0,0.00043255067
6208,1,0.9072376
14920,0,0.5801105
11815,0,0.038528435
21624,1,0.00010184462
9720,0,0.034918934
5714,1,0.9530959
9185,1,0.9999722
12571,0,0.005744181
21656,0,0.13280673
6750,0,0.052250557
25941,0,0.082705505
25734,0,0.37639382
5999,0,0.05307969
15362,0,0.88661796
1461,0,0.00087515905
7493,1,0.99999213
25587,1,0.8921998
2041,1,0.93276745
2501,0,0.00027461094
22438,0,0.0007881093
19393,1,0.41770932
29843,1,0.6470633
10308,0,2.1254834e-06
5575,0,0.16286871
16105,0,0.00032051426
21313,1,0.36120075
3215,0,0.65318906
12705,1,0.023596218
24409,0,0.0052898778
6692,0,0.0028063008
16900,1,0.99864167
2053,0,0.000532585
7642,0,0.016053066
22033,0,0.017466322
17636,0,0.8408475
5957,1,0.53503233
15677,0,0.18325138
5182,1,0.41615447
10507,0,0.012750739
20700,0,6.755147e-08
12340,0,0.84239787
22686,1,0.97009414
25981,0,6.4121e-05
16374,1,0.9444093
25282,0,0.0008523282
7860,1,0.957409
6714,1,0.5707459
16546,0,0.013019387
19722,0,0.00020464073
9274,1,0.32716683
28938,0,0.0026653758
23680,0,0.00036107076
8055,0,0.002159704
15995,0,0.26424375
15489,1,0.44974434
22409,1,0.123268515
17135,1,0.99905175
18681,1,0.99975425
11107,1,0.5547659
28786,0,1.8020946e-05
5892,0,0.1418644
14765,0,0.36759797
25954,0,0.24002782
12515,0,0.5420895
28222,1,0.12433329
17170,0,0.004408397
16445,0,2.1025697e-07
30456,0,2.1530745e-06
25007,1,0.99991894
7597,0,3.3754957e-05
26545,1,0.0056043575
13270,0,0.041873723
1603,1,0.60558
2718,0,0.00010181404
24554,0,0.0006154625
21150,0,0.016727073
2427,1,0.5958469
8334,0,0.51891494
20317,0,0.0004601616
24703,0,0.0024658274
12586,1,0.9595178
9821,0,0.00035209773
18031,0,0.0018183117
11609,0,0.6109621
18806,1,0.9997943
29759,0,1.0891041e-06
6825,0,0.8603076
4021,0,0.023151977
15882,0,0.10190449
27911,0,0.14380656
10468,1,0.3498252
12695,0,0.044145297
27551,0,0.04299397
1233,1,0.99976677
22529,0,0.00023689284
264,1,0.8677424
2473,0,7.579778e-05
6616,1,0.0635018
7190,1,0.3328559
27768,0,0.0002201468
30451,0,0.00021923606
19834,0,0.0010400797
12382,0,0.02560057
7404,0,0.0080369655
12757,0,4.6041255e-06
16339,0,0.00040376917
4961,0,3.4695486e-06
20345,1,0.99983096
24586,0,2.3668723e-07
18262,0,0.298673
26013,0,0.0008993128
17807,0,9.677279e-06
29797,0,1.0768966e-05
17686,1,0.6447329
16214,0,0.19836222
15959,1,0.9269781
23554,0,0.06061604
30434,0,2.0534637e-05
20606,0,0.4400993
15426,0,0.00048192963
27759,0,0.17057581
30132,0,0.00014577762
28015,0,0.0036845342
18726,0,8.2351355e-05
26831,0,0.04376406
2865,0,1.17491844e-07
26580,0,9.124098e-05
23242,0,0.001261592
15868,0,0.00011463905
16983,1,0.9554406
12350,1,0.89110786
17219,0,0.0006016937
17645,0,0.13578407
3248,0,0.31797028
8199,0,0.068145975
11589,0,1.3640903e-05
7853,0,2.7282984e-05
8190,0,0.038504876
893,0,5.2734435e-05
3844,1,0.99636567
13817,1,0.7691627
8960,0,0.12944572
4377,0,1.6332131e-05
7677,0,0.021033552
19308,0,0.97875667
23589,0,0.036676034
14565,1,0.99952304
17689,0,0.0060729184
20244,0,0.022498313
10537,0,0.00024229867
53,0,0.23168267
28128,0,0.00068475323
6608,1,0.81900394
15671,0,0.06937823
25607,0,0.0001783956
10243,1,0.96687496
21421,1,0.9999987
21985,0,0.008431228
29233,0,1.6514154e-07
12929,0,9.461328e-07
12923,0,5.00215e-07
7070,0,0.030674726
20252,0,0.013088499
19960,0,0.009460652
18275,1,0.9994531
1409,0,0.1516737
30345,0,0.1325191
8304,0,1.1853647e-05
14699,1,0.8592259
2698,1,0.9575657
26600,1,0.58492374
188,1,0.9882967
3933,1,0.14057021
15336,0,0.00086562295
23927,0,0.0022656939
24130,0,0.010857371
3782,0,0.1305767
25707,1,0.8959208
23462,1,0.968998
27049,0,0.019485114
3605,0,1.3397024e-06
16209,0,0.00078960374
14714,0,0.00047122355
4050,0,3.2554071e-06
15481,1,0.9709278
2398,0,0.0007642385
26158,0,0.45736912
17750,0,1.4953755e-06
16775,0,1.9087706e-06
7735,0,0.035678536
13471,1,0.69215965
14310,0,0.01490301
8148,0,0.06259313
12526,0,0.018928908
14760,1,0.45661464
30075,0,5.0302588e-05
27635,0,0.015685426
28384,0,2.6857013e-05
19087,1,0.9797386
22138,1,0.33010027
18213,0,0.0006903102
20039,0,0.011052155
9095,0,0.13390422
19129,1,0.7516025
21477,0,0.99560684
25563,0,0.6310126
18634,0,0.07300055
12297,0,0.080379516
13259,0,0.005486776
17545,0,0.00016870181
17129,1,0.75428677
22233,0,0.1262879
29540,1,0.9612484
23070,1,0.6248249
21203,0,0.9778511
30264,0,0.5698973
9401,0,0.76468676
2498,0,0.00063428294
15477,0,0.00035279142
3875,0,0.26895276
7256,0,0.00057586754
6927,0,0.25747627
15713,0,0.00060232397
6577,0,1.8567644e-05
24430,0,0.0020711422
22653,0,1.7303386e-05
1456,0,0.00020986846
14102,0,1.6647135e-05
5415,0,4.3984404e-05
18395,0,0.001512247
10035,0,0.029365141
15826,0,6.9972623e-07
821,0,6.7527635e-06
6787,0,0.00046793203
18674,0,0.019812534
27267,0,0.0005677081
23544,0,0.0022307362
16496,0,1.0612723e-05
317,0,0.007794943
11526,0,0.0002627689
2328,0,0.015624914
21802,0,0.62086886
16217,1,0.010894319
12882,0,0.14895234
2604,0,0.0044059823
24972,0,0.26215047
9899,0,0.7106248
5618,0,9.145473e-06
22128,0,5.3630203e-05
26060,0,0.18174055
8425,0,0.4547908
9982,0,0.3735407
14657,0,0.071701
22014,0,0.11836363
14072,1,0.8771257
25869,0,0.0015927084
28132,0,0.59430254
8694,0,1.1792216e-06
20637,0,0.010194124
10387,1,0.98325735
14291,0,1.0570421e-05
6904,0,0.37050322
21983,0,0.0029280584
23469,1,0.35844833
560,0,1.4856017e-06
24264,1,0.17389911
24941,0,0.00015626178
5738,0,0.98584706
7854,0,0.0007294338
18568,0,0.05247068
21851,0,0.0038684593
1271,0,0.022016289
17906,0,0.00065898185
27848,0,1.5530637e-07
29618,0,0.001152801
30482,1,0.98959
7304,0,0.005176085
12112,0,0.9828384
15840,1,0.59636265
27249,0,1.619672e-07
12650,0,0.0004484855
2117,1,0.9996922
2620,0,6.72568e-08
7829,0,0.0008169195
20887,1,0.1569726
14630,0,0.002374547
30050,0,0.016786654
9313,1,0.49806312
9997,1,0.94574046
1616,1,0.17594028
3671,0,0.55811375
2013,0,0.49310538
22554,1,0.9997608
26265,0,0.003659558
26084,1,0.01690701
17525,0,0.008257075
2292,0,0.0026247294
13364,1,0.9999788
12713,0,8.620213e-05
15877,1,0.95816994
10016,0,0.95567954
25801,1,0.8311732
25443,0,0.032673925
23024,1,0.9998331
2567,0,0.07709103
90,1,0.81813186
1472,0,6.132816e-05
30232,0,1.2467703e-07
18019,0,2.6003208e-08
22183,1,0.99997985
17585,0,0.33703765
25967,0,0.030567264
3412,0,8.289252e-06
27179,0,0.9596206
7676,0,8.49339e-05
14666,0,0.0034162414
11409,0,0.008932039
28073,0,7.4696065e-05
5495,0,0.038071923
9246,1,0.4870342
7392,0,0.43515924
19247,0,0.23303646
3058,0,0.87746984
1906,1,0.9807546
16317,0,0.00097045064
30294,0,0.07470001
24715,0,3.1305903e-05
13331,0,0.04743514
10261,0,0.10795873
23247,0,0.1340665
29200,0,0.07480708
11769,0,0.0046442435
23277,0,1.0001668e-05
25010,0,0.001960284
20707,0,0.04338421
27081,0,1.1809598e-05
19926,0,0.00023243029
29607,0,0.33509615
2089,1,0.9999181
9609,0,0.060308658
3777,0,0.003994518
21654,1,0.9770836
27187,0,0.0035432088
3295,1,0.6345772
22467,0,0.00011200936
7337,0,2.5348356e-05
26786,0,0.0024803318
27863,1,0.053616334
7435,0,2.8416029e-05
15614,0,0.02267283
7916,0,8.546288e-05
16230,0,0.009090723
11055,0,0.014464926
20386,0,0.0068941773
30461,1,0.87327224
11926,0,0.00078387116
